DOMAIN,DOMAIN_TYPE,DNS_SERVER,SPF,SPF_MULTIPLE_ALLS,SPF_NUM_DNS_QUERIES,SPF_TOO_MANY_DNS_QUERIES,DMARC,DMARC_POLICY,DMARC_PCT,DMARC_ASPF,DMARC_SP,DMARC_FORENSIC_REPORT,DMARC_AGGREGATE_REPORT,DKIM,BIMI_RECORD,BIMI_VERSION,BIMI_LOCATION,BIMI_AUTHORITY,SPOOFING_POSSIBLE,SPOOFING_TYPE,SECURITY_SCORE,SECURITY_GRADE
example.com,domain,172.64.35.228,v=spf1 -all,-all,0,False,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s,reject,,s,reject,,,,,,,,False,Spoofing is not possible for example.com.,70,B-
